pident,coverage,taxonomy,accuracy
96,98,genus,0.7917555081734187
96,98,family,0.9019189765458422
97,98,species,0.6137750653879687
97,98,genus,0.8326068003487358
97,98,family,0.939843068875327
98,98,species,0.6306976744186047
98,98,genus,0.8306976744186046
98,98,family,0.9386046511627907
99,98,species,0.6306976744186047
99,98,genus,0.8306976744186046
99,98,family,0.9386046511627907
100,98,species,0.6306976744186047
100,98,genus,0.8306976744186046
100,98,family,0.9386046511627907
90,99,species,0.3961010190518387
90,99,genus,0.6251661497563137
90,99,family,0.7235268054940186
91,99,species,0.45983827493261453
91,99,genus,0.7153638814016172
91,99,family,0.8210242587601078
92,99,species,0.4685777287761852
92,99,genus,0.7221609702315325
92,99,family,0.8269018743109151
93,99,species,0.4764309764309764
93,99,genus,0.7278338945005611
93,99,family,0.8305274971941639
94,99,species,0.5460040295500336
94,99,genus,0.7864338482202821
94,99,family,0.8945601074546675
95,99,species,0.5386779184247539
95,99,genus,0.7932489451476793
95,99,family,0.9022503516174403
96,99,species,0.5444207533759773
96,99,genus,0.7917555081734187
96,99,family,0.9019189765458422
97,99,species,0.6137750653879687
97,99,genus,0.8326068003487358
97,99,family,0.939843068875327
98,99,species,0.6306976744186047
98,99,genus,0.8306976744186046
98,99,family,0.9386046511627907
99,99,species,0.6306976744186047
99,99,genus,0.8306976744186046
99,99,family,0.9386046511627907
100,99,species,0.6306976744186047
100,99,genus,0.8306976744186046
100,99,family,0.9386046511627907
90,100,species,0.3961010190518387
90,100,genus,0.6251661497563137
90,100,family,0.7235268054940186
91,100,species,0.45983827493261453
91,100,genus,0.7153638814016172
91,100,family,0.8210242587601078
92,100,species,0.4685777287761852
92,100,genus,0.7221609702315325
92,100,family,0.8269018743109151
93,100,species,0.4764309764309764
93,100,genus,0.7278338945005611
93,100,family,0.8305274971941639
94,100,species,0.5460040295500336
94,100,genus,0.7864338482202821
94,100,family,0.8945601074546675
95,100,species,0.5386779184247539
95,100,genus,0.7932489451476793
95,100,family,0.9022503516174403
96,100,species,0.5444207533759773
96,100,genus,0.7917555081734187
96,100,family,0.9019189765458422
97,100,species,0.6137750653879687
97,100,genus,0.8326068003487358
97,100,family,0.939843068875327
98,100,species,0.6306976744186047
98,100,genus,0.8306976744186046
98,100,family,0.9386046511627907
99,100,species,0.6306976744186047
99,100,genus,0.8306976744186046
99,100,family,0.9386046511627907
100,100,species,0.6306976744186047
100,100,genus,0.8306976744186046
100,100,family,0.9386046511627907
